id,location,latitude,longitude,postalCode,walkScore,propertyType,style,yearBuilt,bedrooms,bathrooms,parking,garage,lotDepth,lotFrontage,price
1160,"4900+Brophy+Drive,Richmond+Ottawa",45.1961356,-75.7802563,K0A 2Z0,1,,,,,,,,0,,"4,255,000"
1161,"409+Chapel+Street,Sandy+Hill+Ottawa",45.4236373,-75.674592,K1N 7Z9,74,Multifamily,,1960,,,1,,30.48,10.06,"1,574,700"
1162,"1284+Prince+Of+Wales+Drive,Courtland+Park+Ottawa",45.3717775,-75.708064,K2C 1N3,47,Residential,Detached,1975,5,5,6,2,45.83,25.82,"1,200,000"
1163,"13+Banner+Road,Trend+Village+Ottawa",45.3323293,-75.7850925,K2H 8T3,44,Residential,Row Unit,1978,3,2,1,0,0,0,"294,500"
1164,"B101+-+710+Rue+Du+Rivage+Street,Clarence+Crossing/rockland+Ottawa",45.5569577,-75.26779,K4K 1T2,2,Residential,Apartment,2021,2,2,1,1,0,0,"385,900"
1165,"56+Carruthers+Avenue,Hintonburg/mechanicsville+Ottawa",45.4085435,-75.7306146,K1Y 1N2,64,,,,,,,,30.08,,"5,000,000"
1166,"4879+Bank+Street,Leitrim+Ottawa",45.3046365,-75.5841298,K1X 1G7,7,Commercial,,,,,,,199.57,145.4,"3,852,500"
1167,"780+Thomas+A+Dolan+Parkway,Rural+Kanata+Ottawa",45.4271741,-76.0098191,K0A 1T0,1,,,,,,,,112.78,,"125,000"
1168,"0+Hiawatha+Park+Road,Hiawatha+Park+Ottawa",45.480574,-75.5467251,K1C 3B1,25,Lots/Acreage,,,,,,,32,15.24,"340,000"
1169,"2016+Carp+Road,Stittsville+Ottawa",45.2734945,-75.9469746,K0A 1L0,19,Commercial,,,,,,,45.72,30.48,"699,000"
1170,"207+-+111+Champagne+Avenue,Little+Italy+Ottawa",45.3986044,-75.7111356,K1S 5V3,79,Residential,Apartment,2015,2,2,2,2,0,0,"985,000"
1171,"69+Preston+Street,Little+Italy+Ottawa",45.4098923,-75.7148461,K1R 7N6,81,,Row Unit,1900,5,2,1,0,20.15,,"848,000"
1172,"187+Kipp+Street,Vanier+Ottawa",45.4368483,-75.6687731,K1L 5Y5,75,Residential,Row Unit,2020,3,4,2,0,0,18.16,"875,000"
1173,"7+Crescent+Road,Ottawa+Ottawa",45.4536586,-75.6757601,K1M 0N1,15,Residential,Detached,1972,6,4,6,2,0,15.24,"2,590,000"
1174,"1796+Prince+Of+Wales+Drive,Carleton+Heights+Ottawa",45.3566758,-75.7024109,K2C 1P5,35,Residential,Detached,1983,5,4,5,1,60.84,22.86,"1,074,900"
1175,"PH1+-+131+Wurtemburg+Street,Lower+Town+Ottawa",45.4350292,-75.6759165,K1N 1J2,81,Residential,Apartment,2002,2,3,2,2,0,0,"1,950,000"
1176,"2079+Carp+Road,Stittsville+Ottawa",45.2753491,-75.9506813,K0A 1L0,21,Commercial,,,,,,,0,365.76,"9,500,000"
1177,"2998+Penny+Drive,Ottawa+Ottawa",45.3510691,-75.8016997,K2B 6H5,79,Residential,Detached,,3,2,3,2,36.36,19.51,"469,900"
1178,"00+Copeland+Road,Munster+Hamlet+Ottawa",45.1465414,-75.9415098,K0A 1B0,1,Lots/Acreage,,,,,,,1402.08,609.6,"495,000"
1179,"13+Ratan+Court,Hunt+Club+Woods+Ottawa",45.348266,-75.678742,K1V 0B2,36,,Detached,1984,4,5,6,2,61.06,,"1,219,000"
1180,"174+Forward+Avenue,Mechanicsville+Ottawa",45.4068607,-75.731895,K1Y 1L2,73,,,2020,,,0,,29.91,,"7,600,000"
1181,"255+Avondale+Avenue,Westboro+Ottawa",45.3866845,-75.7469254,K1Z 7G7,59,Residential,Semi Detached,2019,3,4,2,1,26.87,7.32,"1,095,000"
1182,"2777+Salina+Street,Britannia+Village+Ottawa",45.366447,-75.799867,K2B 6P8,33,Residential,Detached,1982,4,4,6,2,21.42,30.18,"1,499,975"
1183,"52+Bolton+Street,Lower+Town+Ottawa",45.4328215,-75.6981564,K1N 5A9,70,Residential,Apartment,2018,2,2,1,0,30.23,10.14,"5,000"
1184,"52+Bolton+Street,Lowertown+Ottawa",45.4328215,-75.6981564,K1N 5A9,70,Residential,Apartment,2018,3,2,1,0,30.23,10.14,"6,000"
1185,"52+Bolton+Street,Lowertown+Ottawa",45.4328215,-75.6981564,K1N 5A9,70,Residential,Apartment,2018,3,2,1,0,30.23,10.14,"6,000"
1186,"52+Bolton+Street,Lower+Town+Ottawa",45.4328215,-75.6981564,K1N 5A9,70,Residential,Apartment,2018,2,2,1,0,30.23,10.14,"5,000"
1187,"8165+Franktown+Road,Richmond+Village+Ottawa",45.1329119,-75.9370846,K0A 2Z0,1,Lots/Acreage,,,,,,,113.08,73.5,"249,900"
1188,"2+Claver+Street,Cardinal+Heights+Ottawa",45.437259,-75.6097951,K1J 6W7,49,Residential,Detached,2017,4,4,10,2,36.58,19.05,"1,980,000"
1189,"85+Cardevco+Road,Stittsville+Ottawa",45.2908286,-75.9761458,K0A 1L0,5,Commercial,,,,,,,0,0,"350,000"
1190,"1601+-+90+George+Street,Byward+Market+Ottawa",45.4271927,-75.6909195,K1N 0A4,96,,Apartment,2009,1,2,2,2,0,,"1,350,000"
1191,"1107+-+101+Queen+Street,Centretown+Ottawa",45.4220438,-75.6976863,K1P 0B7,94,Residential,Apartment,2019,2,2,1,1,0,0,"976,000"
1192,"2601+-+1500+Riverside+Drive,Riverview+Park+Alta+Vista+Ottawa",45.4104874,-75.6621646,K1G 4J4,29,Residential,Apartment,1986,3,3,2,2,0,0,"832,800"
1193,"1502+-+101+Queen+Street,Centretown+Ottawa",45.422079,-75.6975999,K1P 0B7,94,Residential,Apartment,2019,1,1,0,0,0,0,"492,200"
1194,"1201+-+101+Queen+Street,Centretown+Ottawa",45.422079,-75.6975999,K1P 0B7,94,Residential,Apartment,2018,1,1,0,0,0,0,"674,500"
1195,"1407+-+101+Queen+Street,Centretown+Ottawa",45.422079,-75.6975999,K1P 0B7,94,Residential,Apartment,2019,1,1,0,0,0,0,"619,500"
1196,"1135+Klondike+Road,Morgans+Grant+Ottawa",45.3542879,-75.9344917,K2K 1X7,60,Lots/Acreage,,,,,,,0,0,"3,000,000"
1197,"C8L10+Trim+Road,Navan+Ottawa",45.4257034,-75.4292683,K4B 1M8,10,,,,,,,,58.35,,"299,900"
1198,"120+Indcum+Road,Vars+Ottawa",45.3378296,-75.4387644,K4B 1T8,1,Commercial,,,,,,,0,0,"3,200,000"
1199,"209+-+91+Shannon+Street,Westboro+Ottawa",45.3943703,-75.7439941,K1Z 6Y6,75,Residential,Apartment,2022,1,2,0,0,0,0,"693,900"
1200,"106+-+35+Murray+Street,Byward+Market+Ottawa",45.4298112,-75.6929351,K1N 9M5,94,Residential,Apartment,1988,2,2,1,1,0,0,"3,400"
1201,"841+Artemis+Circle,Riverwalk+-+Manotick+Ottawa",45.2175192,-75.6691493,K4M 1J8,3,Residential,Detached,2020,5,3,6,2,59.32,15.32,"1,399,900"
1202,"1008+St+Laurent+Boulevard,Overbrook/+Castle+Heights+Ottawa",45.4284063,-75.6400955,K1K 3B4,77,Residential,Semi Detached,1956,3,2,5,0,37.79,10.36,"695,000"
1203,"1217+Yorks+Corners+Road,Edwards+Ottawa",45.3157826,-75.4614251,K0A 1V0,1,,,,,,,,0,,"896,000"
1204,"563+Fraser+Avenue,Mckellar+Park+Ottawa",45.3833228,-75.7610393,K2A 2R3,60,Residential,Detached,2020,4,4,4,2,27.89,15.24,"2,179,000"
1205,"106+Issam+Private,Upper+Hunt+Club+Ottawa",45.3570235,-75.6370909,K1T 4B6,52,Residential,Detached,2011,6,4,4,2,0,13.07,"4,500"
1206,"307+-+236+Richmond+Road,Westboro-hampton+Park+Ottawa",45.3929129,-75.7525331,K1Z 6W6,83,Residential,Apartment,2017,2,2,0,0,35.15,38.33,"3,000"
1207,"6784+Bank+Street,Osgoode+Ottawa",45.2370809,-75.5234207,K0A 2P0,1,,Detached,,3,1,20,0,949.45,,"999,000"
1208,"6784+Bank+Street,Osgoode+Ottawa",45.2370809,-75.5234207,K0A 2P0,1,,Detached,,3,1,20,0,949.45,,"999,000"
1209,"4475+Dunrobin+Road,Buckhams+Bay+Ottawa",45.4900783,-76.1114221,K0A 3M0,1,,,,,,,,138.03,,"169,900"
1210,"470+Acacia+Avenue,Rockcliffe+Park+Ottawa",45.4520591,-75.6769695,,,,,,,,,,,,
1211,"3453+Carp+Road,Carp+Ottawa",45.3328247,-76.0212284,K0A 1L0,3,Farm,Detached,1900,5,2,4,3,0,0,"2,990,000"
1212,"212+-+589+Rideau+Street,Macdonald+Gardens+Ottawa",45.4274944,-75.6880436,K1N 6A1,83,Residential,Apartment,1873,2,2,2,0,0,0,"749,900"
1213,"263+Soper+Place,Ottawa",45.4529593,-75.6851521,K1M 2J2,16,,Detached,2017,6,7,6,2,0,,"5,000,000"
1214,"3453+Carp+Road,Carp+Ottawa",45.3328247,-76.0212284,K0A 1L0,3,Farm,Detached,1900,5,2,4,3,0,0,"2,990,000"
1215,"3095+Albion+North+Road,Heron+Gate/industrial+Ottawa",45.3694682,-75.6517596,K1V 9V9,27,Commercial,,,,,,,0,51.82,"1,900,000"
1216,"509+-+236+Richmond+Road,Westboro-hampton+Park+Ottawa",45.3886785,-75.7382369,K1Z 6W6,83,Residential,Apartment,2017,2,2,0,0,35.15,38.33,"3,065"
1217,"26+Snowberry+Way,Ottawa+Ottawa",45.2525248,-75.9195504,,23,,2-Storey,,5,4,,,,,"1,199,500"
1218,"7765+Snake+Island+Road,Greely+Ottawa",45.2257479,-75.4986073,K0A 2P0,6,,,,,,,,62.73,,"545,000"
1219,"7765+Snake+Island+Road,Greely+Ottawa",45.2257479,-75.4986073,K0A 2P0,6,,,,,,,,62.73,,"545,000"
1220,"775+Bayview+Drive,Constance+Bay+Ottawa",45.5088257,-76.1026815,K0A 3M0,5,Lots/Acreage,,,,,,,99.06,21.34,"142,500"
1221,"1111+March+Klondike+Road,Kanata+North+South+March+Ottawa",45.3484217,-75.9444093,K2K 1X7,62,Commercial,,,,,,,63.7,64.92,"2,950,000"
1222,"1931+Trans+Canada+Highway,Cumberland+Ottawa",48.1203448,-77.9714808,K4C 1E7,1,Lots/Acreage,,,,,,,87.78,243.84,"1,280,000"
1223,"5830+Sand+Road,Carlsbad+Springs+Ottawa",45.341665,-75.3849013,K0A 3H0,1,Commercial,,,,,,,0,0,"1,518,000"
1224,"5112+Sand+Road,Carlsbad+Springs+Ottawa",45.3651508,-75.3970269,K0A 3H0,1,Commercial,,,,,,,0,0,"330,000"
1225,"2838+Dunrobin+Road,Dunrobin+Shores+Ottawa",45.4243917,-76.0219409,K0A 1T0,13,,,,,,,,0,,"280,000"
1226,"2838+Dunrobin+Road,Dunrobin+Shores+Ottawa",45.4243917,-76.0219409,K0A 1T0,13,,,,,,,,0,,"280,000"
1227,"504+Donald+Street,Overbrook+Ottawa",45.4283359,-75.6454072,K1K 1L7,72,Commercial,,1963,,,5,,0,0,"1,050,000"
1228,"PART3+Stoneridge+Road,Dunrobin+Shores+Ottawa",45.4613649,-75.9768743,K0A 1T0,1,Lots/Acreage,,,,,,,0,0,"300,000"
1229,"3884+Revelstoke+Drive,Revelstoke+Ottawa",45.3526031,-75.6980692,K1V 7C5,3,Residential,Detached,1960,3,3,6,2,21.34,30.48,"995,000"
1230,"1758+River+Road,Manotick+Ottawa",45.2066881,-75.6453157,K4M 1B4,3,,,,,,,,301.47,,"499,900"
1231,"4751+Hawthorne+Road,Findlay+Creek+Ottawa",45.3147852,-75.563076,K1G 3N4,1,Lots/Acreage,,,,,,,983.6,402.17,"9,830,500"
1232,"2435+Marchurst+Road,Rural+Kanata+Ottawa",45.3854586,-76.0393009,K2K 1X7,1,,,,,,,,1132.33,,"374,900"
1233,"1211+River+Road,Manotick+Ottawa",45.2298684,-75.6579281,K4M 1B4,1,,,,,,,,0,,"2,150,000"
1234,"1420+Old+Prescott+Road,Greely+Ottawa",45.257052,-75.5674439,K4P 1A1,12,Commercial,,,,,,,0,0,"2,500,000"
1235,"3746+Campbellcroft+Road,Osgoode+/+Metcalfe+Ottawa",45.16861,-75.492543,K0A 2W0,1,Lots/Acreage,,,,,,,249.63,199.42,"239,000"
1236,"7308+Bank+Street,Metcalfe+Area+Ottawa",45.2200786,-75.496041,K0A 2P0,1,Lots/Acreage,,,,,,,1005.84,335.28,"2,200,000"
1237,"7308+Bank+Street,Metcalfe+Area+Ottawa",45.2200786,-75.496041,K0A 2P0,1,Lots/Acreage,,,,,,,1005.84,335.28,"2,200,000"
1238,"Pl44c7+-+Belmeade+Road,Vernon+Ottawa",45.1174959,-75.5176266,K0C2K0,1,Vacant Land,,,,,,,,,"600,000"
1239,"1284+Wales+Drive,Courtland+Park+Ottawa",45.264101,-75.709801,K2C1N3,47,Single Family,Bungalow,,5,5,,,,,"1,200,000"
1240,"56+-+78+Carruthers+Avenue,Hintonburg/mechanicsville+Ottawa",45.4085435,-75.7306146,K1Y1N2,79,Vacant Land,,,,,,,,,"5,000,000"
1241,"174+Forward+Avenue,Mechanicsville+Ottawa",45.4068607,-75.731895,K1Y 1L2,73,,,2020,,,0,,29.91,,"7,600,000"
1242,"702+Morningstar+Way,Ottawa+Ottawa",45.4318029,-75.5154335,,�,Residential,Bungalow,,2,3,,,,,
1243,"131+Wurtemburg+Street,Lower+Town+Ottawa",45.4350292,-75.6759165,K1N1J2,81,Single Family,,,2,3,,,,,"1,950,000"
1244,"1796+Wales+Drive,Carleton+Heights+Ottawa",45.264101,-75.709801,K2C1P5,35,Single Family,,,5,4,,,,,"1,074,900"
1245,"0+Riverside+Drive,Riverside+South+Ottawa",45.3663146,-75.6891563,K1V 1H7,24,Commercial,,,,,,,0,0,"16,500,000"
1246,"5332+Gabert+Road,Osgoode+Ottawa",45.0930321,-75.5963809,,�,,2-Storey,,8,9,,,,,
1247,"2375+St.+Laurent+Boulevard,Ottawa+Ottawa",45.3823244,-75.6229888,,�,Designated,,,,,,,,,
1248,"120+-+140+Indcum+Road,Vars+Ottawa",45.3378296,-75.4387644,K4B1T8,1,Vacant Land,,,,,,,,,"3,200,000"
1249,"181+Wescar+Lane,West+Carleton+Ottawa",45.2937361,-75.9826138,,�,Designated,,,,,,,,,
1250,"173+Wescar+Lane,West+Carleton+Ottawa",45.2933187,-75.9820975,,�,Designated,,,,,,,,,
1251,"151+Wescar+Lane,West+Carleton+Ottawa",45.2921709,-75.9806779,,�,Designated,,,,,,,,,
1252,"3510+Donnelly+Drive,Rideau+Ottawa",45.0176586,-75.7374634,,�,Residential,Bungalow-Raised,,2,4,,,,,
1253,"1111+-+811+March+Klondike+Road,Ottawa",45.3547447,-75.9330146,K2K1X7,58,Vacant Land,,,,,,,,,"2,950,000"
1254,"4751+Hawthorne+Road,Findlay+Creek+Ottawa",45.3147852,-75.563076,K1G3N4,2,Vacant Land,,,,,,,,,"9,830,500"
1255,"3+Kanata+Rockeries+Private,Ottawa",45.3287004,-75.9271294,K2K3P4,7,Vacant Land,,,,,,,,,"499,000"
